HPD,01,000807,HPCP,HT,2013,07,0001,00000
HPD,01,000807,HPCP,HT,2013,07,0031,00000
HPD,01,006303,HPCP,HT,2013,07,0001,00000
HPD,01,006303,HPCP,HT,2013,07,0004,00880
HPD,01,006303,HPCP,HT,2013,07,0005,00070
HPD,01,006303,HPCP,HT,2013,07,0006,00020
HPD,01,006303,HPCP,HT,2013,07,0007,00080
HPD,01,006303,HPCP,HT,2013,07,0010,00030
HPD,01,006303,HPCP,HT,2013,07,0011,00020
HPD,01,006303,HPCP,HT,2013,07,0014,00020
HPD,01,006303,HPCP,HT,2013,07,0021,00070
HPD,01,006303,HPCP,HT,2013,07,0023,00050
HPD,01,006303,HPCP,HT,2013,07,0031,00130
HPD,01,011604,HPCP,HI,2013,07,0001,00009
HPD,01,011604,HPCP,HI,2013,07,0002,00000
HPD,01,011604,HPCP,HI,2013,07,0003,00006
HPD,01,011604,HPCP,HI,2013,07,0004,00023
HPD,01,011604,HPCP,HI,2013,07,0005,00015
HPD,01,011604,HPCP,HI,2013,07,0006,00161
HPD,01,011604,HPCP,HI,2013,07,0007,00020
HPD,01,011604,HPCP,HI,2013,07,0008,00012
HPD,01,011604,HPCP,HI,2013,07,0010,00071
HPD,01,011604,HPCP,HI,2013,07,0011,00118
HPD,01,011604,HPCP,HI,2013,07,0014,00046
HPD,01,011604,HPCP,HI,2013,07,0015,00006
HPD,01,011604,HPCP,HI,2013,07,0016,00001
HPD,01,011604,HPCP,HI,2013,07,0017,00016
HPD,01,011604,HPCP,HI,2013,07,0018,00004
HPD,01,011604,HPCP,HI,2013,07,0020,00000
HPD,01,011604,HPCP,HI,2013,07,0021,00032
HPD,01,011604,HPCP,HI,2013,07,0022,00059
HPD,01,011604,HPCP,HI,2013,07,0023,00087
HPD,01,011604,HPCP,HI,2013,07,0024,00001
HPD,01,011604,HPCP,HI,2013,07,0028,00000
HPD,01,011604,HPCP,HI,2013,07,0030,00000
HPD,01,014007,HPCP,HT,2013,07,0001,00000
HPD,01,014007,HPCP,HT,2013,07,0004,00010
HPD,01,014007,HPCP,HT,2013,07,0006,00030
HPD,01,014007,HPCP,HT,2013,07,0007,00030
HPD,01,014007,HPCP,HT,2013,07,0008,00010
HPD,01,014007,HPCP,HT,2013,07,0010,00100
HPD,01,014007,HPCP,HT,2013,07,0011,00030
HPD,01,014007,HPCP,HT,2013,07,0012,00010
HPD,01,014007,HPCP,HT,2013,07,0013,00010
HPD,01,014007,HPCP,HT,2013,07,0015,00010
HPD,01,014007,HPCP,HT,2013,07,0020,00030
HPD,01,014007,HPCP,HT,2013,07,0021,00020
HPD,01,014007,HPCP,HT,2013,07,0022,00070
